 Version bandmott1
  
      n =    8
      l =   40
  tausk =   10
  doall =    1
  denswp=   50
  histno=   49
   iran =    -6562683
     t  =  1.00000000
    mu  =  0.00000000
  delmu =  0.00000000
  bpar =   0.00000000
  dtau  =  0.05000000
 warms  =  1000
 sweeps =  1000
      u =  8.000000000000
  nwrap =     4
difflim =  0.001000000000
 errrat =  0.010000000000
 doauto =     0
orthlen =    12
  eorth =  0.000000000100
 dopair =     1
numpair =     1
lambda =   0.653732997987
  start =           0
 after disorder set, iran =     -6562683
   
 Using mu =   0.000000000000
    8 (    0.0027257 +-    0.0000513 ) + i * (   -0.0363175 +-    0.0000734 ) 
    9 (    0.0022675 +-    0.0000534 ) + i * (   -0.0328535 +-    0.0000808 ) 
   10 (    0.0018473 +-    0.0000424 ) + i * (   -0.0299062 +-    0.0000565 ) 
   11 (    0.0016235 +-    0.0000243 ) + i * (   -0.0272485 +-    0.0000408 ) 
   12 (    0.0013070 +-    0.0000311 ) + i * (   -0.0251937 +-    0.0000446 ) 
   13 (    0.0011624 +-    0.0000320 ) + i * (   -0.0233612 +-    0.0000315 ) 
   14 (    0.0009726 +-    0.0000240 ) + i * (   -0.0217964 +-    0.0000287 ) 
   15 (    0.0008498 +-    0.0000228 ) + i * (   -0.0204588 +-    0.0000251 ) 
   16 (    0.0007869 +-    0.0000242 ) + i * (   -0.0192274 +-    0.0000379 ) 
   17 (    0.0006907 +-    0.0000196 ) + i * (   -0.0181503 +-    0.0000259 ) 
   18 (    0.0005994 +-    0.0000102 ) + i * (   -0.0172076 +-    0.0000197 ) 
   19 (    0.0005474 +-    0.0000150 ) + i * (   -0.0163703 +-    0.0000227 ) 
   20 (    0.0004904 +-    0.0000124 ) + i * (   -0.0155558 +-    0.0000185 ) 
 qx =            0  qy =            3
    0 (    0.0269843 +-    0.0032701 ) + i * (   -0.1505729 +-    0.0048119 ) 
    1 (    0.0145840 +-    0.0011479 ) + i * (   -0.1408990 +-    0.0017166 ) 
    2 (    0.0076931 +-    0.0007991 ) + i * (   -0.1027836 +-    0.0007910 ) 
    3 (    0.0040979 +-    0.0003833 ) + i * (   -0.0804448 +-    0.0005266 ) 
    4 (    0.0025494 +-    0.0001900 ) + i * (   -0.0660756 +-    0.0003376 ) 
    5 (    0.0020592 +-    0.0001984 ) + i * (   -0.0548963 +-    0.0001902 ) 
    6 (    0.0012811 +-    0.0001069 ) + i * (   -0.0473085 +-    0.0001308 ) 
    7 (    0.0009902 +-    0.0000523 ) + i * (   -0.0413359 +-    0.0000775 ) 
    8 (    0.0007241 +-    0.0000551 ) + i * (   -0.0365444 +-    0.0000684 ) 
    9 (    0.0006521 +-    0.0000517 ) + i * (   -0.0329591 +-    0.0000841 ) 
   10 (    0.0005362 +-    0.0000489 ) + i * (   -0.0300368 +-    0.0000569 ) 
   11 (    0.0005353 +-    0.0000332 ) + i * (   -0.0273815 +-    0.0000541 ) 
   12 (    0.0003963 +-    0.0000448 ) + i * (   -0.0252191 +-    0.0000505 ) 
   13 (    0.0003222 +-    0.0000564 ) + i * (   -0.0234004 +-    0.0000501 ) 
   14 (    0.0002916 +-    0.0000358 ) + i * (   -0.0218463 +-    0.0000287 ) 
   15 (    0.0002667 +-    0.0000208 ) + i * (   -0.0204931 +-    0.0000208 ) 
   16 (    0.0002514 +-    0.0000201 ) + i * (   -0.0192377 +-    0.0000398 ) 
   17 (    0.0002187 +-    0.0000178 ) + i * (   -0.0181733 +-    0.0000331 ) 
   18 (    0.0001664 +-    0.0000074 ) + i * (   -0.0172001 +-    0.0000276 ) 
   19 (    0.0001700 +-    0.0000173 ) + i * (   -0.0163715 +-    0.0000165 ) 
   20 (    0.0001519 +-    0.0000142 ) + i * (   -0.0155547 +-    0.0000135 ) 
 qx =            0  qy =            4
    0 (    0.0025708 +-    0.0046186 ) + i * (   -0.1531706 +-    0.0051125 ) 
    1 (    0.0013160 +-    0.0016964 ) + i * (   -0.1427422 +-    0.0019224 ) 
    2 (    0.0010644 +-    0.0010407 ) + i * (   -0.1029146 +-    0.0011529 ) 
    3 (    0.0001532 +-    0.0003925 ) + i * (   -0.0809940 +-    0.0006024 ) 
    4 (    0.0000502 +-    0.0002206 ) + i * (   -0.0662959 +-    0.0004300 ) 
    5 (    0.0002262 +-    0.0002333 ) + i * (   -0.0549625 +-    0.0001948 ) 
    6 (   -0.0001790 +-    0.0001329 ) + i * (   -0.0472246 +-    0.0001314 ) 
    7 (   -0.0000958 +-    0.0001138 ) + i * (   -0.0413880 +-    0.0001048 ) 
    8 (   -0.0000865 +-    0.0000684 ) + i * (   -0.0365632 +-    0.0000914 ) 
    9 (   -0.0000144 +-    0.0000520 ) + i * (   -0.0329511 +-    0.0000780 ) 
   10 (    0.0000061 +-    0.0000451 ) + i * (   -0.0300302 +-    0.0000688 ) 
   11 (    0.0000848 +-    0.0000433 ) + i * (   -0.0274520 +-    0.0000669 ) 
   12 (   -0.0000044 +-    0.0000411 ) + i * (   -0.0252095 +-    0.0000640 ) 
   13 (   -0.0000086 +-    0.0000569 ) + i * (   -0.0234198 +-    0.0000597 ) 
   14 (   -0.0000111 +-    0.0000378 ) + i * (   -0.0218471 +-    0.0000484 ) 
   15 (    0.0000042 +-    0.0000295 ) + i * (   -0.0205269 +-    0.0000334 ) 
   16 (    0.0000277 +-    0.0000216 ) + i * (   -0.0192340 +-    0.0000412 ) 
   17 (    0.0000218 +-    0.0000248 ) + i * (   -0.0181745 +-    0.0000362 ) 
   18 (   -0.0000132 +-    0.0000147 ) + i * (   -0.0171856 +-    0.0000303 ) 
   19 (    0.0000051 +-    0.0000175 ) + i * (   -0.0163712 +-    0.0000224 ) 
   20 (    0.0000044 +-    0.0000145 ) + i * (   -0.0155550 +-    0.0000183 ) 
 qx =            1  qy =            1
    0 (    0.0973010 +-    0.0017395 ) + i * (   -0.1071356 +-    0.0017035 ) 
    1 (    0.0569722 +-    0.0009968 ) + i * (   -0.1166387 +-    0.0009701 ) 
    2 (    0.0309372 +-    0.0003762 ) + i * (   -0.0941094 +-    0.0006367 ) 
    3 (    0.0189233 +-    0.0002191 ) + i * (   -0.0766694 +-    0.0002929 ) 
    4 (    0.0125659 +-    0.0001181 ) + i * (   -0.0635681 +-    0.0002012 ) 
    5 (    0.0087744 +-    0.0000909 ) + i * (   -0.0537090 +-    0.0000928 ) 
    6 (    0.0063738 +-    0.0000840 ) + i * (   -0.0462922 +-    0.0001004 ) 
    7 (    0.0049700 +-    0.0000595 ) + i * (   -0.0407112 +-    0.0000742 ) 
    8 (    0.0039083 +-    0.0000538 ) + i * (   -0.0361489 +-    0.0000615 ) 
    9 (    0.0031679 +-    0.0000308 ) + i * (   -0.0327246 +-    0.0000583 ) 
   10 (    0.0026131 +-    0.0000427 ) + i * (   -0.0297227 +-    0.0000544 ) 
   11 (    0.0022438 +-    0.0000309 ) + i * (   -0.0271785 +-    0.0000360 ) 
   12 (    0.0018550 +-    0.0000195 ) + i * (   -0.0251300 +-    0.0000427 ) 
   13 (    0.0015857 +-    0.0000272 ) + i * (   -0.0233188 +-    0.0000332 ) 
   14 (    0.0013743 +-    0.0000226 ) + i * (   -0.0217459 +-    0.0000365 ) 
   15 (    0.0011969 +-    0.0000168 ) + i * (   -0.0204130 +-    0.0000385 ) 
   16 (    0.0010876 +-    0.0000141 ) + i * (   -0.0192038 +-    0.0000217 ) 
   17 (    0.0009429 +-    0.0000148 ) + i * (   -0.0181612 +-    0.0000260 ) 
   18 (    0.0008538 +-    0.0000118 ) + i * (   -0.0171904 +-    0.0000214 ) 
   19 (    0.0007542 +-    0.0000098 ) + i * (   -0.0163556 +-    0.0000169 ) 
   20 (    0.0006762 +-    0.0000081 ) + i * (   -0.0155678 +-    0.0000138 ) 
 qx =            1  qy =            2
    0 (    0.0616902 +-    0.0011114 ) + i * (   -0.1441269 +-    0.0029503 ) 
    1 (    0.0325538 +-    0.0007545 ) + i * (   -0.1347241 +-    0.0010882 ) 
    2 (    0.0169274 +-    0.0003285 ) + i * (   -0.1013734 +-    0.0005397 ) 
    3 (    0.0098981 +-    0.0002369 ) + i * (   -0.0799612 +-    0.0003552 ) 
    4 (    0.0063784 +-    0.0001144 ) + i * (   -0.0653867 +-    0.0002835 ) 
    5 (    0.0045132 +-    0.0001154 ) + i * (   -0.0546858 +-    0.0001202 ) 
    6 (    0.0032472 +-    0.0000566 ) + i * (   -0.0469992 +-    0.0001015 ) 
    7 (    0.0025529 +-    0.0000528 ) + i * (   -0.0411890 +-    0.0000819 ) 
    8 (    0.0019444 +-    0.0000431 ) + i * (   -0.0364430 +-    0.0000543 ) 
    9 (    0.0016063 +-    0.0000261 ) + i * (   -0.0329163 +-    0.0000661 ) 
   10 (    0.0013005 +-    0.0000351 ) + i * (   -0.0299244 +-    0.0000629 ) 
   11 (    0.0011469 +-    0.0000239 ) + i * (   -0.0272939 +-    0.0000378 ) 
   12 (    0.0009486 +-    0.0000223 ) + i * (   -0.0252041 +-    0.0000313 ) 
   13 (    0.0008194 +-    0.0000163 ) + i * (   -0.0233912 +-    0.0000299 ) 
   14 (    0.0006780 +-    0.0000149 ) + i * (   -0.0218163 +-    0.0000243 ) 
   15 (    0.0006050 +-    0.0000139 ) + i * (   -0.0204594 +-    0.0000208 ) 
   16 (    0.0005423 +-    0.0000162 ) + i * (   -0.0192342 +-    0.0000244 ) 
   17 (    0.0004851 +-    0.0000160 ) + i * (   -0.0181653 +-    0.0000234 ) 
   18 (    0.0004240 +-    0.0000111 ) + i * (   -0.0172141 +-    0.0000175 ) 
   19 (    0.0003784 +-    0.0000080 ) + i * (   -0.0163665 +-    0.0000151 ) 
   20 (    0.0003396 +-    0.0000066 ) + i * (   -0.0155588 +-    0.0000123 ) 
 qx =            1  qy =            3
    0 (    0.0002609 +-    0.0023394 ) + i * (   -0.1585246 +-    0.0038632 ) 
    1 (    0.0005311 +-    0.0007232 ) + i * (   -0.1429622 +-    0.0013801 ) 
    2 (    0.0004376 +-    0.0004430 ) + i * (   -0.1037472 +-    0.0007117 ) 
    3 (   -0.0000131 +-    0.0002835 ) + i * (   -0.0809501 +-    0.0004335 ) 
    4 (   -0.0000856 +-    0.0001347 ) + i * (   -0.0661650 +-    0.0002785 ) 
    5 (    0.0000942 +-    0.0001064 ) + i * (   -0.0550569 +-    0.0001573 ) 
    6 (   -0.0000412 +-    0.0000815 ) + i * (   -0.0472433 +-    0.0001232 ) 
    7 (    0.0000292 +-    0.0000547 ) + i * (   -0.0413462 +-    0.0000820 ) 
    8 (   -0.0000846 +-    0.0000421 ) + i * (   -0.0365400 +-    0.0000389 ) 
    9 (   -0.0000108 +-    0.0000217 ) + i * (   -0.0329572 +-    0.0000719 ) 
   10 (   -0.0000073 +-    0.0000379 ) + i * (   -0.0300269 +-    0.0000583 ) 
   11 (    0.0000488 +-    0.0000276 ) + i * (   -0.0273654 +-    0.0000532 ) 
   12 (    0.0000170 +-    0.0000296 ) + i * (   -0.0252141 +-    0.0000410 ) 
   13 (   -0.0000031 +-    0.0000333 ) + i * (   -0.0234117 +-    0.0000443 ) 
   14 (    0.0000130 +-    0.0000188 ) + i * (   -0.0218490 +-    0.0000261 ) 
   15 (    0.0000162 +-    0.0000175 ) + i * (   -0.0204817 +-    0.0000200 ) 
   16 (    0.0000170 +-    0.0000105 ) + i * (   -0.0192386 +-    0.0000306 ) 
   17 (    0.0000190 +-    0.0000147 ) + i * (   -0.0181722 +-    0.0000282 ) 
   18 (   -0.0000041 +-    0.0000099 ) + i * (   -0.0172131 +-    0.0000234 ) 
   19 (    0.0000091 +-    0.0000118 ) + i * (   -0.0163736 +-    0.0000116 ) 
   20 (    0.0000078 +-    0.0000098 ) + i * (   -0.0155530 +-    0.0000095 ) 
 qx =            1  qy =            4
    0 (   -0.0264327 +-    0.0036557 ) + i * (   -0.1543798 +-    0.0040485 ) 
    1 (   -0.0130660 +-    0.0011392 ) + i * (   -0.1417966 +-    0.0016689 ) 
    2 (   -0.0062918 +-    0.0006186 ) + i * (   -0.1029717 +-    0.0007629 ) 
    3 (   -0.0040751 +-    0.0002812 ) + i * (   -0.0808395 +-    0.0004362 ) 
    4 (   -0.0026876 +-    0.0001464 ) + i * (   -0.0661118 +-    0.0003144 ) 
    5 (   -0.0017900 +-    0.0001162 ) + i * (   -0.0550465 +-    0.0001525 ) 
    6 (   -0.0014090 +-    0.0000968 ) + i * (   -0.0471439 +-    0.0001208 ) 
    7 (   -0.0010052 +-    0.0000682 ) + i * (   -0.0413448 +-    0.0000873 ) 
    8 (   -0.0009299 +-    0.0000359 ) + i * (   -0.0365210 +-    0.0000433 ) 
    9 (   -0.0006767 +-    0.0000356 ) + i * (   -0.0329326 +-    0.0000768 ) 
   10 (   -0.0005305 +-    0.0000412 ) + i * (   -0.0300389 +-    0.0000564 ) 
   11 (   -0.0004044 +-    0.0000378 ) + i * (   -0.0274045 +-    0.0000628 ) 
   12 (   -0.0003944 +-    0.0000303 ) + i * (   -0.0251920 +-    0.0000518 ) 
   13 (   -0.0003343 +-    0.0000396 ) + i * (   -0.0234048 +-    0.0000555 ) 
   14 (   -0.0002690 +-    0.0000185 ) + i * (   -0.0218369 +-    0.0000353 ) 
   15 (   -0.0002379 +-    0.0000210 ) + i * (   -0.0204905 +-    0.0000291 ) 
   16 (   -0.0001935 +-    0.0000113 ) + i * (   -0.0192342 +-    0.0000351 ) 
   17 (   -0.0001778 +-    0.0000190 ) + i * (   -0.0181695 +-    0.0000292 ) 
   18 (   -0.0001807 +-    0.0000164 ) + i * (   -0.0172037 +-    0.0000294 ) 
   19 (   -0.0001512 +-    0.0000143 ) + i * (   -0.0163789 +-    0.0000168 ) 
   20 (   -0.0001358 +-    0.0000118 ) + i * (   -0.0155487 +-    0.0000137 ) 
 qx =            2  qy =            2
    0 (   -0.0000683 +-    0.0006706 ) + i * (   -0.1638511 +-    0.0035649 ) 
    1 (    0.0004357 +-    0.0004757 ) + i * (   -0.1432843 +-    0.0013401 ) 
    2 (   -0.0000377 +-    0.0002010 ) + i * (   -0.1037574 +-    0.0007674 ) 
    3 (   -0.0000253 +-    0.0001087 ) + i * (   -0.0813457 +-    0.0003480 ) 
    4 (    0.0000247 +-    0.0000775 ) + i * (   -0.0660564 +-    0.0002603 ) 
    5 (    0.0000097 +-    0.0000337 ) + i * (   -0.0550770 +-    0.0001280 ) 
    6 (   -0.0000440 +-    0.0000422 ) + i * (   -0.0471794 +-    0.0001117 ) 
    7 (   -0.0000271 +-    0.0000368 ) + i * (   -0.0413222 +-    0.0000699 ) 
    8 (   -0.0000062 +-    0.0000312 ) + i * (   -0.0365650 +-    0.0000511 ) 
    9 (   -0.0000039 +-    0.0000288 ) + i * (   -0.0329700 +-    0.0000551 ) 
   10 (    0.0000029 +-    0.0000165 ) + i * (   -0.0299441 +-    0.0000547 ) 
   11 (   -0.0000060 +-    0.0000212 ) + i * (   -0.0273925 +-    0.0000365 ) 
   12 (    0.0000147 +-    0.0000108 ) + i * (   -0.0252352 +-    0.0000383 ) 
   13 (   -0.0000137 +-    0.0000117 ) + i * (   -0.0234234 +-    0.0000240 ) 
   14 (    0.0000009 +-    0.0000141 ) + i * (   -0.0218292 +-    0.0000270 ) 
   15 (    0.0000075 +-    0.0000133 ) + i * (   -0.0204568 +-    0.0000254 ) 
   16 (   -0.0000068 +-    0.0000083 ) + i * (   -0.0192353 +-    0.0000202 ) 
   17 (    0.0000023 +-    0.0000096 ) + i * (   -0.0181834 +-    0.0000209 ) 
   18 (   -0.0000009 +-    0.0000075 ) + i * (   -0.0172277 +-    0.0000169 ) 
   19 (   -0.0000013 +-    0.0000079 ) + i * (   -0.0163567 +-    0.0000102 ) 
   20 (   -0.0000011 +-    0.0000065 ) + i * (   -0.0155669 +-    0.0000084 ) 
 qx =            2  qy =            3
    0 (   -0.0628986 +-    0.0018493 ) + i * (   -0.1441534 +-    0.0027329 ) 
    1 (   -0.0324679 +-    0.0006881 ) + i * (   -0.1366725 +-    0.0011057 ) 
    2 (   -0.0166189 +-    0.0002166 ) + i * (   -0.1012588 +-    0.0004908 ) 
    3 (   -0.0100128 +-    0.0001681 ) + i * (   -0.0800312 +-    0.0003571 ) 
    4 (   -0.0064546 +-    0.0001204 ) + i * (   -0.0654853 +-    0.0002043 ) 
    5 (   -0.0045035 +-    0.0000684 ) + i * (   -0.0548091 +-    0.0001541 ) 
    6 (   -0.0032430 +-    0.0000370 ) + i * (   -0.0469627 +-    0.0001257 ) 
    7 (   -0.0024354 +-    0.0000627 ) + i * (   -0.0412350 +-    0.0000765 ) 
    8 (   -0.0019521 +-    0.0000432 ) + i * (   -0.0364213 +-    0.0000565 ) 
    9 (   -0.0016019 +-    0.0000325 ) + i * (   -0.0329262 +-    0.0000646 ) 
   10 (   -0.0013161 +-    0.0000345 ) + i * (   -0.0299292 +-    0.0000582 ) 
   11 (   -0.0011159 +-    0.0000177 ) + i * (   -0.0273156 +-    0.0000400 ) 
   12 (   -0.0009343 +-    0.0000143 ) + i * (   -0.0252031 +-    0.0000406 ) 
   13 (   -0.0008132 +-    0.0000162 ) + i * (   -0.0233852 +-    0.0000371 ) 
   14 (   -0.0006807 +-    0.0000179 ) + i * (   -0.0218255 +-    0.0000198 ) 
   15 (   -0.0005806 +-    0.0000145 ) + i * (   -0.0204594 +-    0.0000120 ) 
   16 (   -0.0005309 +-    0.0000104 ) + i * (   -0.0192317 +-    0.0000235 ) 
   17 (   -0.0004669 +-    0.0000122 ) + i * (   -0.0181792 +-    0.0000298 ) 
   18 (   -0.0004305 +-    0.0000103 ) + i * (   -0.0172217 +-    0.0000171 ) 
   19 (   -0.0003734 +-    0.0000073 ) + i * (   -0.0163703 +-    0.0000064 ) 
   20 (   -0.0003353 +-    0.0000061 ) + i * (   -0.0155558 +-    0.0000053 ) 
 qx =            2  qy =            4
    0 (   -0.0818803 +-    0.0021789 ) + i * (   -0.1278726 +-    0.0025050 ) 
    1 (   -0.0438251 +-    0.0009017 ) + i * (   -0.1295488 +-    0.0011148 ) 
    2 (   -0.0228366 +-    0.0002369 ) + i * (   -0.0988901 +-    0.0003604 ) 
    3 (   -0.0138268 +-    0.0002354 ) + i * (   -0.0788918 +-    0.0003959 ) 
    4 (   -0.0091097 +-    0.0001618 ) + i * (   -0.0648595 +-    0.0002275 ) 
    5 (   -0.0063059 +-    0.0000964 ) + i * (   -0.0545024 +-    0.0001906 ) 
    6 (   -0.0045256 +-    0.0000350 ) + i * (   -0.0467725 +-    0.0001509 ) 
    7 (   -0.0034205 +-    0.0000792 ) + i * (   -0.0411446 +-    0.0000771 ) 
    8 (   -0.0027613 +-    0.0000507 ) + i * (   -0.0363722 +-    0.0000622 ) 
    9 (   -0.0022180 +-    0.0000448 ) + i * (   -0.0328601 +-    0.0000877 ) 
   10 (   -0.0018619 +-    0.0000413 ) + i * (   -0.0298960 +-    0.0000696 ) 
   11 (   -0.0015790 +-    0.0000193 ) + i * (   -0.0272736 +-    0.0000464 ) 
   12 (   -0.0013297 +-    0.0000289 ) + i * (   -0.0251575 +-    0.0000433 ) 
   13 (   -0.0011446 +-    0.0000299 ) + i * (   -0.0233452 +-    0.0000419 ) 
   14 (   -0.0009728 +-    0.0000211 ) + i * (   -0.0217951 +-    0.0000276 ) 
   15 (   -0.0008394 +-    0.0000270 ) + i * (   -0.0204374 +-    0.0000202 ) 
   16 (   -0.0007416 +-    0.0000152 ) + i * (   -0.0192310 +-    0.0000321 ) 
   17 (   -0.0006677 +-    0.0000175 ) + i * (   -0.0181675 +-    0.0000290 ) 
   18 (   -0.0006004 +-    0.0000193 ) + i * (   -0.0172059 +-    0.0000196 ) 
   19 (   -0.0005390 +-    0.0000082 ) + i * (   -0.0163813 +-    0.0000106 ) 
   20 (   -0.0004829 +-    0.0000068 ) + i * (   -0.0155467 +-    0.0000086 ) 
 qx =            3  qy =            3
    0 (   -0.0948470 +-    0.0014512 ) + i * (   -0.1057556 +-    0.0023127 ) 
    1 (   -0.0582710 +-    0.0008712 ) + i * (   -0.1188046 +-    0.0006961 ) 
    2 (   -0.0315077 +-    0.0004562 ) + i * (   -0.0941670 +-    0.0003739 ) 
    3 (   -0.0190139 +-    0.0002973 ) + i * (   -0.0768695 +-    0.0002755 ) 
    4 (   -0.0124026 +-    0.0001791 ) + i * (   -0.0635508 +-    0.0002414 ) 
    5 (   -0.0088219 +-    0.0001214 ) + i * (   -0.0537721 +-    0.0001421 ) 
    6 (   -0.0063140 +-    0.0000885 ) + i * (   -0.0462200 +-    0.0001208 ) 
    7 (   -0.0049178 +-    0.0000532 ) + i * (   -0.0408161 +-    0.0000459 ) 
    8 (   -0.0038079 +-    0.0000392 ) + i * (   -0.0361750 +-    0.0000612 ) 
    9 (   -0.0031577 +-    0.0000430 ) + i * (   -0.0327609 +-    0.0000578 ) 
   10 (   -0.0026017 +-    0.0000400 ) + i * (   -0.0297359 +-    0.0000769 ) 
   11 (   -0.0022053 +-    0.0000303 ) + i * (   -0.0271866 +-    0.0000415 ) 
   12 (   -0.0018719 +-    0.0000191 ) + i * (   -0.0251441 +-    0.0000570 ) 
   13 (   -0.0016140 +-    0.0000241 ) + i * (   -0.0232896 +-    0.0000244 ) 
   14 (   -0.0013839 +-    0.0000216 ) + i * (   -0.0217422 +-    0.0000277 ) 
   15 (   -0.0012147 +-    0.0000158 ) + i * (   -0.0204270 +-    0.0000239 ) 
   16 (   -0.0010931 +-    0.0000223 ) + i * (   -0.0192239 +-    0.0000254 ) 
   17 (   -0.0009506 +-    0.0000129 ) + i * (   -0.0181581 +-    0.0000283 ) 
   18 (   -0.0008493 +-    0.0000120 ) + i * (   -0.0172141 +-    0.0000203 ) 
   19 (   -0.0007524 +-    0.0000066 ) + i * (   -0.0163684 +-    0.0000096 ) 
   20 (   -0.0006747 +-    0.0000054 ) + i * (   -0.0155573 +-    0.0000079 ) 
 qx =            3  qy =            4
    0 (   -0.1014569 +-    0.0014822 ) + i * (   -0.0891557 +-    0.0023330 ) 
    1 (   -0.0651261 +-    0.0010157 ) + i * (   -0.1091228 +-    0.0007974 ) 
    2 (   -0.0363902 +-    0.0005052 ) + i * (   -0.0904144 +-    0.0003524 ) 
    3 (   -0.0223062 +-    0.0003748 ) + i * (   -0.0751070 +-    0.0003679 ) 
    4 (   -0.0147618 +-    0.0002318 ) + i * (   -0.0625453 +-    0.0003001 ) 
    5 (   -0.0103949 +-    0.0001557 ) + i * (   -0.0532127 +-    0.0001457 ) 
    6 (   -0.0074924 +-    0.0000995 ) + i * (   -0.0459321 +-    0.0001295 ) 
    7 (   -0.0058820 +-    0.0000932 ) + i * (   -0.0406086 +-    0.0000421 ) 
    8 (   -0.0045879 +-    0.0000488 ) + i * (   -0.0360248 +-    0.0000710 ) 
    9 (   -0.0037970 +-    0.0000457 ) + i * (   -0.0326612 +-    0.0000606 ) 
   10 (   -0.0031443 +-    0.0000425 ) + i * (   -0.0296679 +-    0.0000855 ) 
   11 (   -0.0026635 +-    0.0000500 ) + i * (   -0.0270943 +-    0.0000435 ) 
   12 (   -0.0022267 +-    0.0000253 ) + i * (   -0.0251091 +-    0.0000685 ) 
   13 (   -0.0019530 +-    0.0000315 ) + i * (   -0.0232479 +-    0.0000264 ) 
   14 (   -0.0016727 +-    0.0000243 ) + i * (   -0.0217260 +-    0.0000328 ) 
   15 (   -0.0014566 +-    0.0000283 ) + i * (   -0.0204055 +-    0.0000294 ) 
   16 (   -0.0013081 +-    0.0000289 ) + i * (   -0.0192186 +-    0.0000326 ) 
   17 (   -0.0011565 +-    0.0000125 ) + i * (   -0.0181521 +-    0.0000274 ) 
   18 (   -0.0010196 +-    0.0000172 ) + i * (   -0.0171980 +-    0.0000192 ) 
   19 (   -0.0009127 +-    0.0000113 ) + i * (   -0.0163763 +-    0.0000152 ) 
   20 (   -0.0008176 +-    0.0000092 ) + i * (   -0.0155508 +-    0.0000124 ) 
 qx =            4  qy =            4
    0 (   -0.1021511 +-    0.0020487 ) + i * (   -0.0763819 +-    0.0029194 ) 
    1 (   -0.0710923 +-    0.0009156 ) + i * (   -0.1000984 +-    0.0009401 ) 
    2 (   -0.0404617 +-    0.0006167 ) + i * (   -0.0859558 +-    0.0005054 ) 
    3 (   -0.0250590 +-    0.0004215 ) + i * (   -0.0732205 +-    0.0004576 ) 
    4 (   -0.0169247 +-    0.0003585 ) + i * (   -0.0614972 +-    0.0002112 ) 
    5 (   -0.0120678 +-    0.0002426 ) + i * (   -0.0526041 +-    0.0001812 ) 
    6 (   -0.0086224 +-    0.0001375 ) + i * (   -0.0455047 +-    0.0001530 ) 
    7 (   -0.0068952 +-    0.0001102 ) + i * (   -0.0403656 +-    0.0000503 ) 
    8 (   -0.0053426 +-    0.0000564 ) + i * (   -0.0358060 +-    0.0001023 ) 
    9 (   -0.0045276 +-    0.0000709 ) + i * (   -0.0325126 +-    0.0000628 ) 
   10 (   -0.0036236 +-    0.0000543 ) + i * (   -0.0295581 +-    0.0001008 ) 
   11 (   -0.0030998 +-    0.0000655 ) + i * (   -0.0269747 +-    0.0000595 ) 
   12 (   -0.0025999 +-    0.0000411 ) + i * (   -0.0250528 +-    0.0000736 ) 
   13 (   -0.0022822 +-    0.0000392 ) + i * (   -0.0231904 +-    0.0000326 ) 
   14 (   -0.0019723 +-    0.0000267 ) + i * (   -0.0216711 +-    0.0000428 ) 
   15 (   -0.0017112 +-    0.0000282 ) + i * (   -0.0203945 +-    0.0000349 ) 
   16 (   -0.0015489 +-    0.0000349 ) + i * (   -0.0191956 +-    0.0000400 ) 
   17 (   -0.0013695 +-    0.0000146 ) + i * (   -0.0181324 +-    0.0000262 ) 
   18 (   -0.0011908 +-    0.0000217 ) + i * (   -0.0171884 +-    0.0000268 ) 
   19 (   -0.0010535 +-    0.0000147 ) + i * (   -0.0163586 +-    0.0000172 ) 
   20 (   -0.0009444 +-    0.0000120 ) + i * (   -0.0155653 +-    0.0000141 ) 
 chi_xx(nx,ny,ti):
 nx =            0  ny =            0
   0    0.9069698506 +-   0.0008803184
   1    0.8726714795 +-   0.0014715226
   2    0.8474899647 +-   0.0046542061
   3    0.8263522650 +-   0.0094540709
   4    0.8131220521 +-   0.0115954594
   5    0.8105338399 +-   0.0179728837
   6    0.8064820014 +-   0.0340385021
   7    0.8257756822 +-   0.0529010489
   8    0.8704559282 +-   0.0684051124
   9    0.9415211645 +-   0.1201098236
  10    0.8852466446 +-   0.0994528306
  11    0.9219785012 +-   0.1522572964
  12    0.8759367660 +-   0.1257328690
  13    0.7422416969 +-   0.0858527844
  14    0.6041917582 +-   0.0632960984
  15    0.5658000315 +-   0.0678030592
  16    0.5168595244 +-   0.0592899885
  17    0.5274541599 +-   0.0769483377
  18    0.4471424867 +-   0.0640678906
  19    0.4258972015 +-   0.0775245604
  20    0.4630056822 +-   0.1270077788
  21    0.4258972015 +-   0.0775245604
  22    0.4471424867 +-   0.0640678906
  23    0.5274541599 +-   0.0769483377
  24    0.5168595244 +-   0.0592899885
  25    0.5658000315 +-   0.0678030592
  26    0.6041917582 +-   0.0632960984
  27    0.7422416969 +-   0.0858527844
  28    0.8759367660 +-   0.1257328690
  29    0.9219785012 +-   0.1522572964
  30    0.8852466446 +-   0.0994528306
  31    0.9415211645 +-   0.1201098236
  32    0.8704559282 +-   0.0684051124
  33    0.8257756822 +-   0.0529010489
  34    0.8064820014 +-   0.0340385021
  35    0.8105338399 +-   0.0179728837
  36    0.8131220521 +-   0.0115954594
  37    0.8263522650 +-   0.0094540709
  38    0.8474899647 +-   0.0046542061
  39    0.8726714795 +-   0.0014715226
  40    0.9069698506 +-   0.0008803184
 nx =            0  ny =            1
   0   -0.1613736352 +-   0.0073514787
   1   -0.1561274744 +-   0.0074644749
   2   -0.1468493165 +-   0.0070128595
   3   -0.1431597305 +-   0.0089233022
